MARCA;TIPO CAMBIO;COR;KM RODADOS;ANO FABRICACAO;PRECO
RENAULT;MANUAL;PRATA;64200;2012;25500
RENAULT;MANUAL;PRATA;65000;2012;28500
RENAULT;MANUAL;PRETO;65000;2010;25990
RENAULT;MANUAL;PRATA;66000;2011;23900
RENAULT;MANUAL;PRATA;66730;2012;27890
RENAULT;MANUAL;CINZA;70000;2010;25690
RENAULT;MANUAL;PRATA;73000;2011;25500
RENAULT;MANUAL;CINZA;74000;2009;25499
RENAULT;MANUAL;PRATA;78330;2011;26900
RENAULT;MANUAL;PRATA;79000;2011;24990
RENAULT;MANUAL;PRETO;80000;2012;23900
RENAULT;MANUAL;PRATA;83373;2011;27750
RENAULT;MANUAL;PRATA;33165;2012;25990
RENAULT;MANUAL;CINZA;77000;2011;24800
RENAULT;MANUAL;VERMELHO;100;2011;32900
RENAULT;MANUAL;PRATA;27000;2011;29500
RENAULT;MANUAL;PRATA;59900;2010;29500
RENAULT;MANUAL;PRETO;68000;2012;29800
RENAULT;MANUAL;PRATA;78000;2011;30899
RENAULT;MANUAL;CINZA;34000;2011;22500
RENAULT;MANUAL;PRETO;36800;2012;26500
RENAULT;MANUAL;PRATA;49000;2012;26990
RENAULT;MANUAL;VERMELHO;68700;2012;27900
RENAULT;MANUAL;PRATA;33800;2012;29500
RENAULT;MANUAL;PRATA;40000;2010;31900
RENAULT;MANUAL;PRATA;50000;2007;27900
RENAULT;MANUAL;PRETO;89400;2011;30500
RENAULT;MANUAL;PRETO;100;2012;35800
RENAULT;MANUAL;CINZA;26000;2008;34890
RENAULT;MANUAL;CINZA;29376;2012;35900
RENAULT;MANUAL;PRATA;30000;2012;31900
RENAULT;MANUAL;PRETO;35457;2009;33990
RENAULT;MANUAL;VERDE;38000;2012;31900
RENAULT;MANUAL;PRATA;38600;2012;35000
RENAULT;MANUAL;PRATA;40000;2011;33900
RENAULT;MANUAL;PRATA;45000;2012;31999
RENAULT;MANUAL;PRATA;45676;2011;32000
RENAULT;MANUAL;VERMELHO;46000;2012;35000
RENAULT;MANUAL;PRATA;48000;2011;32990
RENAULT;MANUAL;PRATA;49000;2012;30900
RENAULT;MANUAL;PRATA;49000;2011;30900
RENAULT;MANUAL;PRATA;49800;2011;30000
RENAULT;MANUAL;VERMELHO;50000;2011;32315
RENAULT;MANUAL;PRETO;51000;2010;34900
RENAULT;MANUAL;PRATA;52326;2011;31900
RENAULT;MANUAL;PRETO;53481;2007;30800
RENAULT;MANUAL;PRETO;54280;2011;33900
RENAULT;MANUAL;PRETO;55000;2011;30999
RENAULT;MANUAL;VERMELHO;55000;2011;29999
RENAULT;MANUAL;VERMELHO;55300;2010;28970
RENAULT;MANUAL;PRATA;57202;2010;31900
RENAULT;MANUAL;VINHO;59000;2011;31900
RENAULT;MANUAL;PRETO;60000;2008;36000
RENAULT;MANUAL;PRATA;62000;2011;30900
RENAULT;MANUAL;PRETO;64500;2011;30800
RENAULT;MANUAL;PRETO;64707;2011;34900
RENAULT;MANUAL;VERMELHO;68000;2012;31000
RENAULT;MANUAL;VERMELHO;69000;2011;32900
RENAULT;MANUAL;VERMELHO;80350;2011;31990
RENAULT;MANUAL;VERMELHO;88695;2010;31900
FIAT;MANUAL;CINZA;61000;2010;24900
FIAT;MANUAL;VERMELHO;9000;2012;21900
FIAT;MANUAL;PRATA;10345;2012;28000
FIAT;MANUAL;CINZA;15000;2011;22990
FIAT;MANUAL;PRETO;15300;2011;23000
FIAT;MANUAL;PRATA;21104;2011;23749
FIAT;MANUAL;AMARELO;23000;2009;23500
FIAT;MANUAL;AZUL;24854;2011;21490
FIAT;MANUAL;PRATA;25320;2011;24999
FIAT;MANUAL;BRANCO;25532;2012;24900
FIAT;MANUAL;CINZA;25583;2013;25800
FIAT;MANUAL;AZUL;26000;2008;24000
FIAT;MANUAL;CINZA;26000;2012;24000
FIAT;MANUAL;PRETO;29500;2010;20500
FIAT;MANUAL;PRETO;29805;2011;22900
FIAT;MANUAL;CINZA;29900;2011;23000
FIAT;MANUAL;PRETO;30000;2011;28000
FIAT;MANUAL;PRETO;30554;2011;25900
FIAT;MANUAL;BRANCO;30664;2011;26800
FIAT;MANUAL;AMARELO;31671;2011;24990
FIAT;MANUAL;AMARELO;31900;2012;22900
FIAT;MANUAL;PRETO;32000;2011;24900
FIAT;MANUAL;BRANCO;33608;2010;24900
FIAT;MANUAL;VERMELHO;34000;2011;20000
FIAT;MANUAL;AMARELO;35914;2011;22900
FIAT;MANUAL;PRETO;38600;2011;22900
FIAT;MANUAL;AZUL;39200;2010;23900
FIAT;MANUAL;AZUL;40065;2008;21990
FIAT;MANUAL;CINZA;40756;2011;23500
FIAT;MANUAL;CINZA;41000;2010;23900
FIAT;MANUAL;BRANCO;42000;2012;23500
FIAT;MANUAL;AZUL;43000;2011;22600
FIAT;MANUAL;PRATA;43000;2011;22500
FIAT;MANUAL;BRANCO;43830;2011;22000
FIAT;MANUAL;PRETO;45000;2013;24900
FIAT;MANUAL;CINZA;46900;2011;21499
FIAT;MANUAL;CINZA;47000;2011;23250
FIAT;MANUAL;VERDE;48000;2010;21900
FIAT;MANUAL;PRETO;49000;2011;22900
FIAT;MANUAL;BRANCO;50000;2010;20500
FIAT;MANUAL;AMARELO;50200;2011;22950
FIAT;MANUAL;AZUL;51684;2011;24000
FIAT;MANUAL;CINZA;52828;2011;23800
FIAT;MANUAL;CINZA;55000;2009;22000
FIAT;MANUAL;PRATA;55000;2011;22600
FIAT;MANUAL;PRATA;58000;2008;23900
FIAT;MANUAL;VERMELHO;58000;2011;23900
FIAT;MANUAL;PRATA;59000;2012;23990
FIAT;MANUAL;PRATA;65221;2011;24990
FIAT;MANUAL;PRATA;69000;2011;23500
FIAT;MANUAL;CINZA;70000;2011;22500
FIAT;MANUAL;VERMELHO;72000;2011;35000
FIAT;MANUAL;PRETO;75900;2011;23900
FIAT;MANUAL;AMARELO;76000;2011;22500
FIAT;MANUAL;BRANCO;42000;2008;24500
FIAT;MANUAL;BEGE;56000;2011;25900
FIAT;MANUAL;PRETO;100;2008;23900
FIAT;MANUAL;VERMELHO;20000;2010;24500
FIAT;MANUAL;CINZA;22890;2012;26800
FIAT;MANUAL;BRANCO;23000;2010;25500
FIAT;MANUAL;PRETO;25250;2010;27900
FIAT;MANUAL;PRATA;28000;2011;24900
FIAT;MANUAL;CINZA;29300;2011;21500
FIAT;MANUAL;VERMELHO;29513;2011;25800
FIAT;MANUAL;BRANCO;30000;2008;24900
FIAT;MANUAL;VERMELHO;35000;2010;27900
FIAT;MANUAL;VERMELHO;38504;2012;25990
FIAT;MANUAL;BRANCO;38976;2009;22900
FIAT;MANUAL;BRANCO;39000;2011;24500
FIAT;MANUAL;VERMELHO;39698;2005;25900
FIAT;MANUAL;AZUL;41438;2010;23300
FIAT;MANUAL;CINZA;42100;2007;25500
FIAT;MANUAL;VERDE;42530;2008;23900
FIAT;MANUAL;CINZA;43600;2011;24900
FIAT;MANUAL;PRETO;46800;2013;23990
FIAT;MANUAL;VERDE;47000;2011;19999
FIAT;MANUAL;PRATA;48700;2010;25900
FIAT;MANUAL;CINZA;49500;2010;23000
FIAT;MANUAL;BRANCO;51000;2009;25900
FIAT;MANUAL;VERDE;52000;2009;22900
FIAT;MANUAL;CINZA;52000;2011;22990
FIAT;MANUAL;VERDE;52000;2011;25500
FIAT;MANUAL;CINZA;52000;2010;25900
FIAT;MANUAL;PRATA;55055;2010;23950
FIAT;MANUAL;PRATA;57000;2011;21900
FIAT;MANUAL;VERDE;58000;2006;28900
FIAT;MANUAL;CINZA;59000;2011;22800
FIAT;MANUAL;PRETO;59500;2007;24100
FIAT;MANUAL;PRATA;62721;2010;21990
FIAT;MANUAL;CINZA;66211;2011;26000
FIAT;MANUAL;VERMELHO;67500;2011;22990
FIAT;MANUAL;BEGE;70200;2007;24990
FIAT;MANUAL;VERMELHO;71087;2011;23900
FIAT;MANUAL;BRANCO;78900;2011;22990
FIAT;MANUAL;VERMELHO;83700;2007;24900
FIAT;MANUAL;BRANCO;13100;2009;16900
FIAT;MANUAL;BRANCO;20720;2006;18490
FIAT;MANUAL;VERMELHO;24500;2011;18500
FIAT;MANUAL;VERDE;25500;2011;18900
FIAT;MANUAL;PRATA;26000;2010;19500
FIAT;MANUAL;AZUL;31000;2011;16890
FIAT;MANUAL;VERMELHO;35461;2010;18900
FIAT;MANUAL;BRANCO;36000;2011;16900
FIAT;MANUAL;PRETO;38000;2008;16990
FIAT;MANUAL;BRANCO;40000;2011;16500
FIAT;MANUAL;PRATA;40000;2008;17490
FIAT;MANUAL;PRATA;44103;2009;17990
FIAT;MANUAL;PRATA;45000;2009;17400
FIAT;MANUAL;PRATA;46700;2011;17900
FIAT;MANUAL;VERMELHO;50000;2010;19990
FIAT;MANUAL;PRETO;51900;2011;15999
FIAT;MANUAL;PRETO;54000;2011;16900
FIAT;MANUAL;CINZA;55501;2011;16980
FIAT;MANUAL;AZUL;57000;2007;16000
FIAT;MANUAL;PRATA;58000;2007;17900
FIAT;MANUAL;PRETO;58104;2007;17900
FIAT;MANUAL;BRANCO;59000;2008;15989
FIAT;MANUAL;BRANCO;60000;2008;17500
FIAT;MANUAL;PRATA;63000;2007;15900
FIAT;MANUAL;BRANCO;64000;2010;13400
FIAT;MANUAL;PRATA;65000;2007;14499
FIAT;MANUAL;PRETO;65000;2007;18900
FIAT;MANUAL;PRETO;66520;2009;17900
FIAT;MANUAL;PRETO;68000;2007;21000
FIAT;MANUAL;PRATA;69000;2011;14499
FIAT;MANUAL;AZUL;70000;2008;13490
FIAT;MANUAL;PRETO;70000;2010;15900
FIAT;MANUAL;BRANCO;72000;2007;13900
FIAT;MANUAL;BRANCO;79000;2008;14999
FIAT;MANUAL;PRATA;85000;2008;13900
FIAT;MANUAL;BRANCO;113405;2010;13990
FIAT;MANUAL;AZUL;0;2011;26000
FIAT;MANUAL;PRATA;100;2012;17300
FIAT;MANUAL;VERMELHO;14900;2006;20500
FIAT;MANUAL;PRETO;18000;2010;19900
FIAT;MANUAL;AZUL;21889;2010;19000
FIAT;MANUAL;AZUL;23000;2010;19900
FIAT;MANUAL;CINZA;29737;2010;18000
FIAT;MANUAL;PRETO;31700;2008;18900
FIAT;MANUAL;AZUL;33000;2011;21000
FIAT;MANUAL;PRATA;35244;2005;20900
FIAT;MANUAL;CINZA;37000;2010;18800
FIAT;MANUAL;CINZA;38000;2011;19490
FIAT;MANUAL;PRATA;42000;2008;17900
FIAT;MANUAL;PRATA;44560;2009;18990
FIAT;MANUAL;CINZA;45234;2007;19900
FIAT;MANUAL;PRATA;49000;2010;17890
FIAT;MANUAL;PRATA;51697;2011;18900
FIAT;MANUAL;CINZA;64000;2008;19900
FIAT;MANUAL;PRETO;67000;2009;19900
FIAT;MANUAL;PRATA;88000;2008;16500
FIAT;MANUAL;BRANCO;108000;2010;17990
FIAT;MANUAL;PRETO;17600;2009;18500
FIAT;MANUAL;CINZA;36271;2009;18990
FIAT;MANUAL;VERMELHO;38000;2007;18500
FIAT;MANUAL;VERMELHO;40000;2008;17900
FIAT;MANUAL;VERMELHO;40777;2008;20900
FIAT;MANUAL;VERMELHO;46000;2010;16500
FIAT;MANUAL;PRATA;53652;2010;17900
FIAT;MANUAL;PRETO;56583;2008;17990
FIAT;MANUAL;PRETO;460000;2009;17900
FIAT;MANUAL;AZUL;21013;2009;22990
FIAT;MANUAL;PRETO;28000;2005;23900
FIAT;MANUAL;PRATA;30000;2008;20300
FIAT;MANUAL;CINZA;33932;2007;18990
FIAT;MANUAL;CINZA;34000;2008;15000
FIAT;MANUAL;PRATA;34000;2006;22800
FIAT;MANUAL;AZUL;41000;2011;20800
FIAT;MANUAL;VERMELHO;42000;2009;20000
FIAT;MANUAL;BRANCO;42154;2008;19990
FIAT;MANUAL;PRATA;45000;2007;20990
FIAT;MANUAL;VERMELHO;47000;2011;17999
FIAT;MANUAL;PRATA;55000;2009;19900
FIAT;MANUAL;CINZA;57000;2009;21500
FIAT;MANUAL;BRANCO;58685;2007;24490
FIAT;MANUAL;PRATA;60000;2010;17500
FIAT;MANUAL;PRATA;60000;2010;20990
FIAT;MANUAL;BRANCO;60000;2007;21000
FIAT;MANUAL;PRATA;65000;2006;18000
FIAT;MANUAL;CINZA;70202;2006;19000
FIAT;MANUAL;PRATA;71026;2008;20000
FIAT;MANUAL;CINZA;74346;2007;22800
FIAT;MANUAL;PRETO;90104;2008;20900
FIAT;MANUAL;INDEFINIDA;129464;2006;21900
FIAT;MANUAL;PRATA;20873;2008;23990
FIAT;MANUAL;PRATA;100;2007;20500
FIAT;MANUAL;AZUL;20000;2010;24990
FIAT;MANUAL;VERMELHO;26000;2010;27900
FIAT;MANUAL;VERMELHO;29000;2008;24900
FIAT;MANUAL;AMARELO;29045;2008;22900
FIAT;MANUAL;PRATA;30300;2012;27500
FIAT;MANUAL;VERMELHO;30326;2012;25990
FIAT;MANUAL;CINZA;31038;2006;25990
FIAT;MANUAL;CINZA;32483;2007;23000
FIAT;MANUAL;VERMELHO;33000;2007;23500
FIAT;MANUAL;PRATA;35000;2009;24000
FIAT;MANUAL;PRATA;37000;2005;25900
FIAT;MANUAL;PRATA;37700;2007;21490
FIAT;MANUAL;PRATA;38000;2008;18999
FIAT;MANUAL;PRATA;38403;2007;25950
FIAT;MANUAL;CINZA;38450;2006;21900
FIAT;MANUAL;PRETO;39000;2010;21800
FIAT;MANUAL;AZUL;41000;2006;19950
FIAT;MANUAL;PRATA;41826;2011;23900
FIAT;MANUAL;CINZA;42840;2006;27500
FIAT;MANUAL;PRETO;44025;2010;23900
FIAT;MANUAL;AZUL;45000;2007;26490
FIAT;MANUAL;AMARELO;45532;2006;26900
FIAT;MANUAL;VERMELHO;45839;2005;26990
FIAT;MANUAL;PRETO;46367;2009;21990
FIAT;MANUAL;PRATA;48000;2007;22900
FIAT;MANUAL;AZUL;50000;2007;27900
FIAT;MANUAL;BRANCO;51000;2007;24900
FIAT;MANUAL;AMARELO;51200;2011;18990
FIAT;MANUAL;CINZA;52004;2011;24690
FIAT;MANUAL;CINZA;52700;2010;21100
FIAT;MANUAL;PRATA;53000;2010;22590
FIAT;MANUAL;AMARELO;53000;2008;21900
FIAT;MANUAL;PRATA;53000;2006;23900
FIAT;MANUAL;VERMELHO;58000;2014;22500
FIAT;MANUAL;PRETO;60000;2012;20990
FIAT;MANUAL;AMARELO;61000;2012;22499
FIAT;MANUAL;PRETO;62420;2014;19500
FIAT;MANUAL;PRATA;65200;2013;23990
FIAT;MANUAL;CINZA;68500;2012;22900
FIAT;MANUAL;CINZA;68502;2012;20000
FIAT;MANUAL;VERMELHO;73740;2012;22900
FIAT;MANUAL;AMARELO;82817;2012;21500
FIAT;MANUAL;VERMELHO;83000;2013;22990
FIAT;MANUAL;PRATA;83662;2013;23900
FIAT;MANUAL;VERMELHO;85000;2013;23500
FIAT;MANUAL;VERMELHO;100000;2013;22990
FIAT;MANUAL;BRANCO;35000;2014;17990
FIAT;MANUAL;BRANCO;45276;2013;19500
FIAT;MANUAL;CINZA;58000;2013;16990
FIAT;MANUAL;PRATA;71200;2014;19990
FIAT;MANUAL;PRATA;0;2013;31900
FIAT;MANUAL;CINZA;16230;2013;27900
FIAT;MANUAL;BRANCO;17483;2013;26490
FIAT;MANUAL;VERMELHO;21573;2013;25900
FIAT;MANUAL;CINZA;22000;2014;28900
FIAT;MANUAL;VERMELHO;23130;2014;24000
FIAT;MANUAL;VERMELHO;23148;2013;25990
FIAT;MANUAL;VERMELHO;24111;2014;24990
FIAT;MANUAL;PRETO;27000;2013;25000
FIAT;MANUAL;VERMELHO;27388;2013;24990
FIAT;MANUAL;BRANCO;28000;2013;26000
FIAT;MANUAL;PRATA;28000;2014;26900
FIAT;MANUAL;VERMELHO;31095;2013;25490
FIAT;MANUAL;VERDE;33000;2013;25000
FIAT;MANUAL;CINZA;34000;2013;25990
FIAT;MANUAL;PRETO;34000;2014;24900
FIAT;MANUAL;VERDE;34300;2013;24900
FIAT;MANUAL;VERDE;38000;2013;21900
FIAT;MANUAL;PRETO;41000;2013;26900
FIAT;MANUAL;VERMELHO;42000;2013;21900
FIAT;MANUAL;PRETO;42000;2012;27800
FIAT;MANUAL;AZUL;42000;2013;18000
FIAT;MANUAL;PRATA;43374;2012;21500
FIAT;MANUAL;VERMELHO;43591;2013;25980
FIAT;MANUAL;PRATA;43750;2012;24490
FIAT;MANUAL;CINZA;44380;2013;23500
FIAT;MANUAL;PRATA;47000;2012;23490
FIAT;MANUAL;VERMELHO;49000;2013;23490
FIAT;MANUAL;BRANCO;50000;2013;26000
FIAT;MANUAL;PRATA;52000;2013;22900
FIAT;MANUAL;PRETO;52000;2012;24500
FIAT;MANUAL;BEGE;53000;2012;23490
FIAT;MANUAL;CINZA;53000;2012;24000
FIAT;MANUAL;PRATA;56000;2012;25900
FIAT;MANUAL;CINZA;57000;2013;22990
FIAT;MANUAL;VERMELHO;57000;2012;24900
FIAT;MANUAL;BEGE;58400;2012;26900
FIAT;MANUAL;PRETO;61000;2012;24900
FIAT;MANUAL;BRANCO;64000;2013;23000
FIAT;MANUAL;VERMELHO;66000;2012;22500
FIAT;MANUAL;PRATA;68000;2012;25900
FIAT;MANUAL;BRANCO;75187;2013;24990
FIAT;MANUAL;CINZA;84388;2012;22490
FIAT;MANUAL;BRANCO;28000;2012;25000
FIAT;MANUAL;PRATA;30000;2012;25800
FIAT;MANUAL;AMARELO;32000;2013;26500
FIAT;MANUAL;VERMELHO;32400;2012;22900
FIAT;MANUAL;PRATA;37543;2012;25300
FIAT;MANUAL;VERMELHO;38000;2012;25900
FIAT;MANUAL;PRATA;40000;2013;24990
FIAT;MANUAL;CINZA;40925;2012;29500
FIAT;MANUAL;CINZA;42000;2012;25990
FIAT;MANUAL;PRETO;48700;2012;24000
FIAT;MANUAL;CINZA;50000;2012;25900
FIAT;MANUAL;PRATA;50000;2012;27900
FIAT;MANUAL;CINZA;56000;2012;26500
FIAT;MANUAL;VERDE;58000;2012;24900
FIAT;MANUAL;PRATA;64000;2012;25500
FIAT;MANUAL;AZUL;67000;2012;24300
FIAT;MANUAL;VERMELHO;67349;2012;26900
FIAT;MANUAL;PRATA;75000;2013;25000
FIAT;MANUAL;VERMELHO;77560;2009;24900
FIAT;MANUAL;PRETO;100;2013;27800
FIAT;MANUAL;CINZA;87000;2013;26990
FIAT;MANUAL;AMARELO;25000;2012;23500
FIAT;MANUAL;CINZA;25000;2012;28500
FIAT;MANUAL;CINZA;29000;2013;25500
FIAT;MANUAL;CINZA;33900;2013;27490
FIAT;MANUAL;CINZA;38500;2013;30900
FIAT;MANUAL;PRETO;0;2012;20900
FIAT;MANUAL;CINZA;15000;2013;27900
FIAT;MANUAL;CINZA;18968;2012;28000
FIAT;MANUAL;VERMELHO;24000;2013;25900
FIAT;MANUAL;PRETO;24000;2013;26500
FIAT;MANUAL;PRATA;25664;2012;26900
FIAT;MANUAL;VERDE;30000;2012;26000
FIAT;MANUAL;PRATA;31622;2013;25990
FIAT;MANUAL;VERMELHO;33940;2013;26900
FIAT;MANUAL;BEGE;36000;2013;26690
FIAT;MANUAL;VERDE;37000;2014;26900
FIAT;MANUAL;CINZA;38200;2014;27900
FIAT;MANUAL;PRATA;40000;2014;25900
FIAT;MANUAL;PRATA;40000;2013;26000
FIAT;MANUAL;PRATA;41491;2013;27990
FIAT;MANUAL;BEGE;42000;2014;24990
FIAT;MANUAL;BRANCO;45000;2008;25500
FIAT;MANUAL;BEGE;45000;2011;26990
FIAT;MANUAL;CINZA;47922;2013;26900
FIAT;MANUAL;VERDE;48000;2005;25900
FIAT;MANUAL;VERDE;51412;2008;26500
FIAT;MANUAL;PRETO;57971;2006;27480
FIAT;MANUAL;CINZA;60000;2009;26500
FIAT;MANUAL;PRETO;61000;2010;26900
FIAT;MANUAL;VERDE;63000;2009;24900
FIAT;MANUAL;PRATA;42566;2008;29990
FIAT;MANUAL;PRATA;50000;2007;28200
FIAT;MANUAL;CINZA;27000;2011;25750
FIAT;MANUAL;PRATA;123;2011;25890
FIAT;MANUAL;MARROM;4000;2014;27500
FIAT;MANUAL;BRANCO;7500;2006;28700
FIAT;MANUAL;PRATA;11000;2013;32000
FIAT;MANUAL;BRANCO;24000;2013;28000
FIAT;MANUAL;CINZA;26000;2012;24990
FIAT;MANUAL;VERDE;26421;2013;24900
FIAT;MANUAL;PRETO;32000;2010;26500
FIAT;MANUAL;CINZA;33000;2012;25990
FIAT;MANUAL;CINZA;33000;2012;25990
FIAT;MANUAL;CINZA;33000;2007;26000
FIAT;MANUAL;CINZA;34000;2012;25890
FIAT;MANUAL;BEGE;35000;2011;26000
FIAT;MANUAL;BEGE;39957;2012;27000
FIAT;MANUAL;PRATA;40280;2013;24900
FIAT;MANUAL;VERDE;41000;2012;29000
FIAT;MANUAL;VERMELHO;42200;2012;25600
FIAT;MANUAL;CINZA;45000;2012;24990
FIAT;MANUAL;VERMELHO;47340;2011;27900
FIAT;MANUAL;VERMELHO;48547;2011;24900
FIAT;MANUAL;VERDE;53000;2011;27990
FIAT;MANUAL;VERMELHO;56535;2011;25900
FIAT;MANUAL;PRETO;58214;2011;27000
FIAT;MANUAL;CINZA;60000;2011;25000
FIAT;MANUAL;PRETO;61000;2012;24999
FIAT;MANUAL;VERDE;63000;2012;25900
FIAT;MANUAL;PRETO;64150;2012;27900
FIAT;MANUAL;VERDE;65000;2011;27000
FIAT;MANUAL;VERDE;78229;2010;26990
FIAT;MANUAL;VERMELHO;80000;2008;24000
FIAT;MANUAL;AZUL;83000;2008;24700
VOLKSWAGEN;MANUAL;BRANCO;0;2011;77000
VOLKSWAGEN;MANUAL;BRANCO;43000;2012;78900
VOLKSWAGEN;MANUAL;PRATA;32000;2011;72900
VOLKSWAGEN;MANUAL;PRATA;44000;2011;78900
VOLKSWAGEN;MANUAL;CINZA;60000;2012;68500
VOLKSWAGEN;MANUAL;PRETO;63000;2012;83000
VOLKSWAGEN;MANUAL;PRETO;65000;2012;74900
VOLKSWAGEN;MANUAL;PRATA;94000;2011;79500
VOLKSWAGEN;MANUAL;PRATA;98000;2011;72000
VOLKSWAGEN;MANUAL;PRETO;42000;2012;89000
VOLKSWAGEN;MANUAL;CINZA;53000;2010;86990
VOLKSWAGEN;MANUAL;PRETO;66500;2007;81500
VOLKSWAGEN;MANUAL;PRETO;73000;2010;87900
VOLKSWAGEN;MANUAL;PRETO;75000;2010;83000
VOLKSWAGEN;MANUAL;PRETO;33000;2011;86000
VOLKSWAGEN;MANUAL;PRETO;56000;2011;76000
VOLKSWAGEN;MANUAL;PRETO;65015;2009;74999
VOLKSWAGEN;MANUAL;PRETO;66000;2012;76490
VOLKSWAGEN;MANUAL;PRATA;58000;2009;78000
VOLKSWAGEN;MANUAL;PRATA;59500;2009;84900
VOLKSWAGEN;MANUAL;PRATA;61000;2011;78000
VOLKSWAGEN;MANUAL;PRATA;76000;2011;79500
VOLKSWAGEN;MANUAL;BRANCO;76000;2009;98000
VOLKSWAGEN;MANUAL;BRANCO;85915;2012;81000
VOLKSWAGEN;MANUAL;PRATA;97000;2007;75900
VOLKSWAGEN;MANUAL;PRATA;137000;2010;84500
HONDA;MANUAL;PRETO;17000;2009;52500
HONDA;AUTOMATICO;PRATA;21249;2011;51000
HONDA;AUTOMATICO;PRATA;22000;2012;47800
HONDA;AUTOMATICO;CINZA;23000;2008;53900
HONDA;AUTOMATICO;PRATA;23500;2011;54900
HONDA;AUTOMATICO;CINZA;25600;2010;49900
HONDA;AUTOMATICO;CINZA;28000;2011;48990
HONDA;AUTOMATICO;VERDE;28000;2009;52900
HONDA;AUTOMATICO;PRETO;30000;2013;48800
HONDA;AUTOMATICO;PRATA;31490;2011;57500
HONDA;AUTOMATICO;PRETO;33000;2011;52000
HONDA;AUTOMATICO;PRATA;35000;2011;46500
HONDA;AUTOMATICO;PRETO;35000;2011;53900
HONDA;AUTOMATICO;CINZA;35000;2012;56900
HONDA;AUTOMATICO;CINZA;35000;2006;52900
HONDA;AUTOMATICO;PRETO;36000;2011;51900
HONDA;AUTOMATICO;PRETO;36000;2011;52900
HONDA;AUTOMATICO;PRETO;37000;2010;52500
HONDA;AUTOMATICO;PRATA;37000;2012;54900
HONDA;AUTOMATICO;PRATA;37200;2012;51990
HONDA;AUTOMATICO;PRATA;37400;2012;50000
HONDA;AUTOMATICO;PRATA;39000;2011;50900
HONDA;AUTOMATICO;PRETO;39000;2011;58900
HONDA;AUTOMATICO;PRATA;40000;2011;45000
HONDA;AUTOMATICO;PRETO;40000;2012;55000
HONDA;AUTOMATICO;PRETO;40154;2011;46500
HONDA;AUTOMATICO;CINZA;40200;2009;50000
HONDA;AUTOMATICO;PRETO;42000;2013;53000
HONDA;AUTOMATICO;CINZA;42000;2013;50990
HONDA;AUTOMATICO;PRETO;43000;2011;48200
HONDA;AUTOMATICO;PRATA;43000;2010;52900
HONDA;AUTOMATICO;CINZA;45000;2010;54500
HONDA;AUTOMATICO;CINZA;45000;2010;49500
HONDA;AUTOMATICO;CINZA;46000;2011;51000
HONDA;AUTOMATICO;PRATA;47000;2010;52000
HONDA;AUTOMATICO;PRETO;48000;2009;47000
HONDA;AUTOMATICO;CINZA;48000;2010;50200
HONDA;AUTOMATICO;PRATA;48000;2012;49990
HONDA;AUTOMATICO;BRANCO;48000;2012;55900
HONDA;AUTOMATICO;PRETO;49000;2011;54000
HONDA;AUTOMATICO;PRATA;52000;2008;52900
HONDA;AUTOMATICO;CINZA;52000;2011;55000
HONDA;AUTOMATICO;CINZA;55000;2012;49900
HONDA;AUTOMATICO;PRATA;55000;2012;49900
HONDA;AUTOMATICO;CINZA;55605;2010;49999
HONDA;AUTOMATICO;CINZA;56000;2010;49900
HONDA;AUTOMATICO;PRETO;56000;2009;49500
HONDA;AUTOMATICO;CINZA;56000;2011;44900
HONDA;AUTOMATICO;CINZA;57000;2013;49900
HONDA;AUTOMATICO;CINZA;59000;2008;47990
HONDA;AUTOMATICO;CINZA;59850;2011;49400
HONDA;AUTOMATICO;CINZA;60000;2010;44900
HONDA;AUTOMATICO;VERDE;60000;2011;48990
HONDA;AUTOMATICO;PRETO;60000;2011;54900
HONDA;AUTOMATICO;PRATA;65000;2012;49000
HONDA;AUTOMATICO;CINZA;68000;2010;46500
HONDA;AUTOMATICO;PRETO;70000;2008;40000
HONDA;AUTOMATICO;PRATA;70142;2009;54990
HONDA;AUTOMATICO;CINZA;79376;2009;53900
HONDA;AUTOMATICO;PRATA;79854;2012;49900
HONDA;AUTOMATICO;PRETO;82000;2010;50900
HONDA;AUTOMATICO;PRETO;87000;2013;48990
HONDA;AUTOMATICO;PRATA;94000;2012;46500
HONDA;AUTOMATICO;PRATA;10000;2012;52100
HONDA;MANUAL;PRATA;11000;2010;46900
HONDA;MANUAL;PRETO;15000;2011;46000
HONDA;MANUAL;CINZA;18000;2012;53800
HONDA;MANUAL;PRATA;19000;2010;55000
HONDA;MANUAL;PRETO;22200;2009;43900
HONDA;MANUAL;CINZA;27000;2011;44990
HONDA;MANUAL;PRATA;29000;2011;46900
HONDA;MANUAL;PRATA;31453;2010;48800
HONDA;MANUAL;PRATA;32000;2011;52970
HONDA;MANUAL;CINZA;34800;2008;45900
HONDA;MANUAL;PRATA;35700;2012;48900
HONDA;MANUAL;PRETO;35800;2011;48900
HONDA;MANUAL;PRATA;38000;2012;48000
HONDA;MANUAL;PRETO;40500;2010;49900
HONDA;MANUAL;PRATA;43000;2012;43500
HONDA;MANUAL;PRETO;43000;2008;45000
HONDA;MANUAL;PRATA;44000;2008;45600
HONDA;MANUAL;PRATA;44560;2012;55000
HONDA;MANUAL;PRATA;44744;2010;47900
HONDA;MANUAL;CINZA;46000;2008;45900
